"date","value","group","region","type"
"2021-07-24",4,"over90","lombardia","previous_infection"
"2021-07-24",32,"10-19","lombardia","previous_infection"
"2021-07-25",130,"20-29","lombardia","previous_infection"
"2021-07-25",127,"30-39","lombardia","previous_infection"
"2021-07-25",117,"40-49","lombardia","previous_infection"
"2021-07-25",184,"50-59","lombardia","previous_infection"
"2021-07-25",105,"60-69","lombardia","previous_infection"
"2021-07-25",73,"70-79","lombardia","previous_infection"
"2021-07-25",27,"80-89","lombardia","previous_infection"
"2021-07-25",2,"over90","lombardia","previous_infection"
"2021-07-25",31,"10-19","lombardia","previous_infection"
"2021-07-26",112,"20-29","lombardia","previous_infection"
"2021-07-26",103,"30-39","lombardia","previous_infection"
"2021-07-26",134,"40-49","lombardia","previous_infection"
"2021-07-26",136,"50-59","lombardia","previous_infection"
"2021-07-26",135,"60-69","lombardia","previous_infection"
"2021-07-26",84,"70-79","lombardia","previous_infection"
"2021-07-26",36,"80-89","lombardia","previous_infection"
"2021-07-26",3,"over90","lombardia","previous_infection"
"2021-07-26",24,"10-19","lombardia","previous_infection"
"2021-07-27",92,"20-29","lombardia","previous_infection"
"2021-07-27",127,"30-39","lombardia","previous_infection"
"2021-07-27",121,"40-49","lombardia","previous_infection"
"2021-07-27",134,"50-59","lombardia","previous_infection"
"2021-07-27",111,"60-69","lombardia","previous_infection"
"2021-07-27",74,"70-79","lombardia","previous_infection"
"2021-07-27",35,"80-89","lombardia","previous_infection"
"2021-07-27",5,"over90","lombardia","previous_infection"
"2021-07-27",16,"10-19","lombardia","previous_infection"
"2021-07-28",320,"20-29","lombardia","previous_infection"
"2021-07-28",291,"30-39","lombardia","previous_infection"
"2021-07-28",323,"40-49","lombardia","previous_infection"
"2021-07-28",363,"50-59","lombardia","previous_infection"
"2021-07-28",207,"60-69","lombardia","previous_infection"
"2021-07-28",154,"70-79","lombardia","previous_infection"
"2021-07-28",88,"80-89","lombardia","previous_infection"
"2021-07-28",13,"over90","lombardia","previous_infection"
"2021-07-28",23,"10-19","lombardia","previous_infection"
"2021-07-29",312,"20-29","lombardia","previous_infection"
"2021-07-29",304,"30-39","lombardia","previous_infection"
"2021-07-29",330,"40-49","lombardia","previous_infection"
"2021-07-29",384,"50-59","lombardia","previous_infection"
"2021-07-29",208,"60-69","lombardia","previous_infection"
"2021-07-29",182,"70-79","lombardia","previous_infection"
"2021-07-29",83,"80-89","lombardia","previous_infection"
"2021-07-29",8,"over90","lombardia","previous_infection"
"2021-07-29",188,"10-19","lombardia","previous_infection"
"2021-07-30",352,"20-29","lombardia","previous_infection"
"2021-07-30",332,"30-39","lombardia","previous_infection"
"2021-07-30",427,"40-49","lombardia","previous_infection"
"2021-07-30",447,"50-59","lombardia","previous_infection"
"2021-07-30",202,"60-69","lombardia","previous_infection"
"2021-07-30",157,"70-79","lombardia","previous_infection"
"2021-07-30",70,"80-89","lombardia","previous_infection"
"2021-07-30",8,"over90","lombardia","previous_infection"
"2021-07-30",171,"10-19","lombardia","previous_infection"
"2021-07-31",318,"20-29","lombardia","previous_infection"
"2021-07-31",341,"30-39","lombardia","previous_infection"
"2021-07-31",414,"40-49","lombardia","previous_infection"
"2021-07-31",447,"50-59","lombardia","previous_infection"
"2021-07-31",175,"60-69","lombardia","previous_infection"
"2021-07-31",107,"70-79","lombardia","previous_infection"
"2021-07-31",59,"80-89","lombardia","previous_infection"
"2021-07-31",6,"over90","lombardia","previous_infection"
"2021-07-31",201,"10-19","lombardia","previous_infection"
"2021-08-01",257,"20-29","lombardia","previous_infection"
"2021-08-01",277,"30-39","lombardia","previous_infection"
"2021-08-01",324,"40-49","lombardia","previous_infection"
"2021-08-01",315,"50-59","lombardia","previous_infection"
"2021-08-01",143,"60-69","lombardia","previous_infection"
"2021-08-01",75,"70-79","lombardia","previous_infection"
"2021-08-01",36,"80-89","lombardia","previous_infection"
"2021-08-01",2,"over90","lombardia","previous_infection"
"2021-08-01",137,"10-19","lombardia","previous_infection"
"2021-08-02",169,"20-29","lombardia","previous_infection"
"2021-08-02",134,"30-39","lombardia","previous_infection"
"2021-08-02",150,"40-49","lombardia","previous_infection"
"2021-08-02",149,"50-59","lombardia","previous_infection"
"2021-08-02",72,"60-69","lombardia","previous_infection"
"2021-08-02",62,"70-79","lombardia","previous_infection"
"2021-08-02",30,"80-89","lombardia","previous_infection"
"2021-08-02",3,"over90","lombardia","previous_infection"
"2021-08-02",157,"10-19","lombardia","previous_infection"
"2021-08-03",118,"20-29","lombardia","previous_infection"
"2021-08-03",128,"30-39","lombardia","previous_infection"
"2021-08-03",109,"40-49","lombardia","previous_infection"
"2021-08-03",118,"50-59","lombardia","previous_infection"
"2021-08-03",75,"60-69","lombardia","previous_infection"
"2021-08-03",77,"70-79","lombardia","previous_infection"
"2021-08-03",36,"80-89","lombardia","previous_infection"
"2021-08-03",8,"over90","lombardia","previous_infection"
"2021-08-03",64,"10-19","lombardia","previous_infection"
"2021-08-04",98,"20-29","lombardia","previous_infection"
"2021-08-04",104,"30-39","lombardia","previous_infection"
"2021-08-04",120,"40-49","lombardia","previous_infection"
"2021-08-04",122,"50-59","lombardia","previous_infection"
"2021-08-04",80,"60-69","lombardia","previous_infection"
"2021-08-04",45,"70-79","lombardia","previous_infection"
"2021-08-04",24,"80-89","lombardia","previous_infection"
"2021-08-04",4,"over90","lombardia","previous_infection"
"2021-08-04",75,"10-19","lombardia","previous_infection"
"2021-08-05",112,"20-29","lombardia","previous_infection"
"2021-08-05",134,"30-39","lombardia","previous_infection"
"2021-08-05",127,"40-49","lombardia","previous_infection"
"2021-08-05",142,"50-59","lombardia","previous_infection"
"2021-08-05",97,"60-69","lombardia","previous_infection"
"2021-08-05",64,"70-79","lombardia","previous_infection"
"2021-08-05",34,"80-89","lombardia","previous_infection"
"2021-08-05",12,"over90","lombardia","previous_infection"
"2021-08-05",79,"10-19","lombardia","previous_infection"
"2021-08-06",123,"20-29","lombardia","previous_infection"
"2021-08-06",130,"30-39","lombardia","previous_infection"
"2021-08-06",162,"40-49","lombardia","previous_infection"
"2021-08-06",162,"50-59","lombardia","previous_infection"
"2021-08-06",86,"60-69","lombardia","previous_infection"
"2021-08-06",73,"70-79","lombardia","previous_infection"
"2021-08-06",26,"80-89","lombardia","previous_infection"
"2021-08-06",5,"over90","lombardia","previous_infection"
"2021-08-06",90,"10-19","lombardia","previous_infection"
"2021-08-07",117,"20-29","lombardia","previous_infection"
"2021-08-07",110,"30-39","lombardia","previous_infection"
"2021-08-07",154,"40-49","lombardia","previous_infection"
"2021-08-07",162,"50-59","lombardia","previous_infection"
"2021-08-07",94,"60-69","lombardia","previous_infection"
"2021-08-07",68,"70-79","lombardia","previous_infection"
"2021-08-07",24,"80-89","lombardia","previous_infection"
"2021-08-07",2,"over90","lombardia","previous_infection"
"2021-08-07",82,"10-19","lombardia","previous_infection"
"2021-08-08",154,"20-29","lombardia","previous_infection"
"2021-08-08",110,"30-39","lombardia","previous_infection"
"2021-08-08",152,"40-49","lombardia","previous_infection"
"2021-08-08",165,"50-59","lombardia","previous_infection"
"2021-08-08",75,"60-69","lombardia","previous_infection"
"2021-08-08",43,"70-79","lombardia","previous_infection"
"2021-08-08",10,"80-89","lombardia","previous_infection"
"2021-08-08",0,"over90","lombardia","previous_infection"
"2021-08-08",100,"10-19","lombardia","previous_infection"
"2021-08-09",165,"20-29","lombardia","previous_infection"
"2021-08-09",135,"30-39","lombardia","previous_infection"
"2021-08-09",180,"40-49","lombardia","previous_infection"
"2021-08-09",189,"50-59","lombardia","previous_infection"
"2021-08-09",113,"60-69","lombardia","previous_infection"
"2021-08-09",90,"70-79","lombardia","previous_infection"
"2021-08-09",33,"80-89","lombardia","previous_infection"
"2021-08-09",4,"over90","lombardia","previous_infection"
"2021-08-09",150,"10-19","lombardia","previous_infection"
"2021-08-10",180,"20-29","lombardia","previous_infection"
"2021-08-10",125,"30-39","lombardia","previous_infection"
"2021-08-10",168,"40-49","lombardia","previous_infection"
"2021-08-10",196,"50-59","lombardia","previous_infection"
"2021-08-10",109,"60-69","lombardia","previous_infection"
"2021-08-10",72,"70-79","lombardia","previous_infection"
"2021-08-10",41,"80-89","lombardia","previous_infection"
"2021-08-10",10,"over90","lombardia","previous_infection"
"2021-08-10",180,"10-19","lombardia","previous_infection"
"2021-08-11",213,"20-29","lombardia","previous_infection"
"2021-08-11",212,"30-39","lombardia","previous_infection"
"2021-08-11",269,"40-49","lombardia","previous_infection"
"2021-08-11",269,"50-59","lombardia","previous_infection"
"2021-08-11",108,"60-69","lombardia","previous_infection"
"2021-08-11",95,"70-79","lombardia","previous_infection"
"2021-08-11",45,"80-89","lombardia","previous_infection"
"2021-08-11",8,"over90","lombardia","previous_infection"
"2021-08-11",146,"10-19","lombardia","previous_infection"
"2021-08-12",200,"20-29","lombardia","previous_infection"
"2021-08-12",207,"30-39","lombardia","previous_infection"
"2021-08-12",268,"40-49","lombardia","previous_infection"
"2021-08-12",299,"50-59","lombardia","previous_infection"
"2021-08-12",106,"60-69","lombardia","previous_infection"
"2021-08-12",93,"70-79","lombardia","previous_infection"
"2021-08-12",51,"80-89","lombardia","previous_infection"
"2021-08-12",2,"over90","lombardia","previous_infection"
"2021-08-12",167,"10-19","lombardia","previous_infection"
"2021-08-13",191,"20-29","lombardia","previous_infection"
"2021-08-13",176,"30-39","lombardia","previous_infection"
"2021-08-13",248,"40-49","lombardia","previous_infection"
"2021-08-13",225,"50-59","lombardia","previous_infection"
"2021-08-13",152,"60-69","lombardia","previous_infection"
"2021-08-13",80,"70-79","lombardia","previous_infection"
"2021-08-13",45,"80-89","lombardia","previous_infection"
"2021-08-13",5,"over90","lombardia","previous_infection"
"2021-08-13",151,"10-19","lombardia","previous_infection"
"2021-08-14",75,"20-29","lombardia","previous_infection"
"2021-08-14",91,"30-39","lombardia","previous_infection"
"2021-08-14",91,"40-49","lombardia","previous_infection"
"2021-08-14",114,"50-59","lombardia","previous_infection"
"2021-08-14",35,"60-69","lombardia","previous_infection"
"2021-08-14",30,"70-79","lombardia","previous_infection"
"2021-08-14",8,"80-89","lombardia","previous_infection"
"2021-08-14",0,"over90","lombardia","previous_infection"
"2021-08-14",115,"10-19","lombardia","previous_infection"
"2021-08-15",28,"20-29","lombardia","previous_infection"
"2021-08-15",28,"30-39","lombardia","previous_infection"
"2021-08-15",42,"40-49","lombardia","previous_infection"
"2021-08-15",39,"50-59","lombardia","previous_infection"
"2021-08-15",22,"60-69","lombardia","previous_infection"
"2021-08-15",10,"70-79","lombardia","previous_infection"
"2021-08-15",1,"80-89","lombardia","previous_infection"
"2021-08-15",0,"over90","lombardia","previous_infection"
"2021-08-15",14,"10-19","lombardia","previous_infection"
"2021-08-16",140,"20-29","lombardia","previous_infection"
"2021-08-16",114,"30-39","lombardia","previous_infection"
"2021-08-16",195,"40-49","lombardia","previous_infection"
"2021-08-16",178,"50-59","lombardia","previous_infection"
"2021-08-16",133,"60-69","lombardia","previous_infection"
"2021-08-16",82,"70-79","lombardia","previous_infection"
"2021-08-16",40,"80-89","lombardia","previous_infection"
"2021-08-16",3,"over90","lombardia","previous_infection"
"2021-08-16",170,"10-19","lombardia","previous_infection"
"2021-08-17",197,"20-29","lombardia","previous_infection"
"2021-08-17",170,"30-39","lombardia","previous_infection"
"2021-08-17",196,"40-49","lombardia","previous_infection"
"2021-08-17",214,"50-59","lombardia","previous_infection"
"2021-08-17",145,"60-69","lombardia","previous_infection"
"2021-08-17",85,"70-79","lombardia","previous_infection"
"2021-08-17",24,"80-89","lombardia","previous_infection"
"2021-08-17",2,"over90","lombardia","previous_infection"
"2021-08-17",158,"10-19","lombardia","previous_infection"
"2021-08-18",206,"20-29","lombardia","previous_infection"
"2021-08-18",184,"30-39","lombardia","previous_infection"
"2021-08-18",221,"40-49","lombardia","previous_infection"
"2021-08-18",221,"50-59","lombardia","previous_infection"
"2021-08-18",194,"60-69","lombardia","previous_infection"
"2021-08-18",126,"70-79","lombardia","previous_infection"
"2021-08-18",64,"80-89","lombardia","previous_infection"
"2021-08-18",14,"over90","lombardia","previous_infection"
"2021-08-18",148,"10-19","lombardia","previous_infection"
"2021-08-19",140,"20-29","lombardia","previous_infection"
"2021-08-19",156,"30-39","lombardia","previous_infection"
"2021-08-19",201,"40-49","lombardia","previous_infection"
"2021-08-19",209,"50-59","lombardia","previous_infection"
"2021-08-19",146,"60-69","lombardia","previous_infection"
"2021-08-19",107,"70-79","lombardia","previous_infection"
"2021-08-19",48,"80-89","lombardia","previous_infection"
"2021-08-19",4,"over90","lombardia","previous_infection"
"2021-08-19",121,"10-19","lombardia","previous_infection"
"2021-08-20",145,"20-29","lombardia","previous_infection"
"2021-08-20",151,"30-39","lombardia","previous_infection"
"2021-08-20",237,"40-49","lombardia","previous_infection"
"2021-08-20",234,"50-59","lombardia","previous_infection"
"2021-08-20",108,"60-69","lombardia","previous_infection"
"2021-08-20",75,"70-79","lombardia","previous_infection"
"2021-08-20",38,"80-89","lombardia","previous_infection"
"2021-08-20",2,"over90","lombardia","previous_infection"
"2021-08-20",112,"10-19","lombardia","previous_infection"
"2021-08-21",96,"20-29","lombardia","previous_infection"
"2021-08-21",120,"30-39","lombardia","previous_infection"
"2021-08-21",162,"40-49","lombardia","previous_infection"
"2021-08-21",158,"50-59","lombardia","previous_infection"
"2021-08-21",76,"60-69","lombardia","previous_infection"
"2021-08-21",59,"70-79","lombardia","previous_infection"
"2021-08-21",10,"80-89","lombardia","previous_infection"
"2021-08-21",1,"over90","lombardia","previous_infection"
"2021-08-21",96,"10-19","lombardia","previous_infection"
"2021-08-22",83,"20-29","lombardia","previous_infection"
"2021-08-22",74,"30-39","lombardia","previous_infection"
"2021-08-22",105,"40-49","lombardia","previous_infection"
"2021-08-22",110,"50-59","lombardia","previous_infection"
"2021-08-22",65,"60-69","lombardia","previous_infection"
"2021-08-22",31,"70-79","lombardia","previous_infection"
"2021-08-22",13,"80-89","lombardia","previous_infection"
"2021-08-22",0,"over90","lombardia","previous_infection"
"2021-08-22",68,"10-19","lombardia","previous_infection"
"2021-08-23",394,"20-29","lombardia","previous_infection"
"2021-08-23",386,"30-39","lombardia","previous_infection"
"2021-08-23",539,"40-49","lombardia","previous_infection"
"2021-08-23",718,"50-59","lombardia","previous_infection"
"2021-08-23",444,"60-69","lombardia","previous_infection"
"2021-08-23",269,"70-79","lombardia","previous_infection"
"2021-08-23",105,"80-89","lombardia","previous_infection"
"2021-08-23",12,"over90","lombardia","previous_infection"
"2021-08-23",437,"10-19","lombardia","previous_infection"
"2021-08-24",423,"20-29","lombardia","previous_infection"
"2021-08-24",444,"30-39","lombardia","previous_infection"
"2021-08-24",699,"40-49","lombardia","previous_infection"
"2021-08-24",798,"50-59","lombardia","previous_infection"
"2021-08-24",454,"60-69","lombardia","previous_infection"
"2021-08-24",270,"70-79","lombardia","previous_infection"
"2021-08-24",135,"80-89","lombardia","previous_infection"
"2021-08-24",12,"over90","lombardia","previous_infection"
"2021-08-24",415,"10-19","lombardia","previous_infection"
"2021-08-25",361,"20-29","lombardia","previous_infection"
"2021-08-25",405,"30-39","lombardia","previous_infection"
"2021-08-25",620,"40-49","lombardia","previous_infection"
"2021-08-25",662,"50-59","lombardia","previous_infection"
"2021-08-25",338,"60-69","lombardia","previous_infection"
"2021-08-25",255,"70-79","lombardia","previous_infection"
"2021-08-25",108,"80-89","lombardia","previous_infection"
"2021-08-25",10,"over90","lombardia","previous_infection"
"2021-08-25",361,"10-19","lombardia","previous_infection"
"2021-08-26",376,"20-29","lombardia","previous_infection"
"2021-08-26",365,"30-39","lombardia","previous_infection"
"2021-08-26",519,"40-49","lombardia","previous_infection"
"2021-08-26",635,"50-59","lombardia","previous_infection"
"2021-08-26",340,"60-69","lombardia","previous_infection"
"2021-08-26",233,"70-79","lombardia","previous_infection"
"2021-08-26",83,"80-89","lombardia","previous_infection"
"2021-08-26",3,"over90","lombardia","previous_infection"
"2021-08-26",252,"10-19","lombardia","previous_infection"
"2021-08-27",364,"20-29","lombardia","previous_infection"
"2021-08-27",344,"30-39","lombardia","previous_infection"
"2021-08-27",482,"40-49","lombardia","previous_infection"
"2021-08-27",600,"50-59","lombardia","previous_infection"
"2021-08-27",291,"60-69","lombardia","previous_infection"
"2021-08-27",196,"70-79","lombardia","previous_infection"
"2021-08-27",82,"80-89","lombardia","previous_infection"
"2021-08-27",7,"over90","lombardia","previous_infection"
"2021-08-27",229,"10-19","lombardia","previous_infection"
"2021-08-28",278,"20-29","lombardia","previous_infection"
"2021-08-28",298,"30-39","lombardia","previous_infection"
"2021-08-28",525,"40-49","lombardia","previous_infection"
"2021-08-28",518,"50-59","lombardia","previous_infection"
"2021-08-28",192,"60-69","lombardia","previous_infection"
"2021-08-28",117,"70-79","lombardia","previous_infection"
"2021-08-28",40,"80-89","lombardia","previous_infection"
"2021-08-28",2,"over90","lombardia","previous_infection"
"2021-08-28",249,"10-19","lombardia","previous_infection"
"2021-08-29",165,"20-29","lombardia","previous_infection"
"2021-08-29",156,"30-39","lombardia","previous_infection"
"2021-08-29",285,"40-49","lombardia","previous_infection"
"2021-08-29",331,"50-59","lombardia","previous_infection"
"2021-08-29",126,"60-69","lombardia","previous_infection"
"2021-08-29",68,"70-79","lombardia","previous_infection"
"2021-08-29",19,"80-89","lombardia","previous_infection"
"2021-08-29",2,"over90","lombardia","previous_infection"
"2021-08-29",157,"10-19","lombardia","previous_infection"
"2021-08-30",651,"20-29","lombardia","previous_infection"
"2021-08-30",764,"30-39","lombardia","previous_infection"
"2021-08-30",1158,"40-49","lombardia","previous_infection"
"2021-08-30",1309,"50-59","lombardia","previous_infection"
"2021-08-30",678,"60-69","lombardia","previous_infection"
"2021-08-30",409,"70-79","lombardia","previous_infection"
"2021-08-30",137,"80-89","lombardia","previous_infection"
"2021-08-30",16,"over90","lombardia","previous_infection"
"2021-08-30",556,"10-19","lombardia","previous_infection"
"2021-08-31",611,"20-29","lombardia","previous_infection"
"2021-08-31",613,"30-39","lombardia","previous_infection"
"2021-08-31",853,"40-49","lombardia","previous_infection"
"2021-08-31",991,"50-59","lombardia","previous_infection"
"2021-08-31",498,"60-69","lombardia","previous_infection"
"2021-08-31",362,"70-79","lombardia","previous_infection"
"2021-08-31",113,"80-89","lombardia","previous_infection"
"2021-08-31",9,"over90","lombardia","previous_infection"
"2021-08-31",514,"10-19","lombardia","previous_infection"
"2021-09-01",496,"20-29","lombardia","previous_infection"
"2021-09-01",505,"30-39","lombardia","previous_infection"
"2021-09-01",738,"40-49","lombardia","previous_infection"
"2021-09-01",771,"50-59","lombardia","previous_infection"
"2021-09-01",387,"60-69","lombardia","previous_infection"
"2021-09-01",278,"70-79","lombardia","previous_infection"
"2021-09-01",73,"80-89","lombardia","previous_infection"
"2021-09-01",11,"over90","lombardia","previous_infection"
"2021-09-01",488,"10-19","lombardia","previous_infection"
"2021-09-02",408,"20-29","lombardia","previous_infection"
"2021-09-02",365,"30-39","lombardia","previous_infection"
"2021-09-02",586,"40-49","lombardia","previous_infection"
"2021-09-02",677,"50-59","lombardia","previous_infection"
"2021-09-02",320,"60-69","lombardia","previous_infection"
"2021-09-02",236,"70-79","lombardia","previous_infection"
"2021-09-02",72,"80-89","lombardia","previous_infection"
"2021-09-02",12,"over90","lombardia","previous_infection"
"2021-09-02",338,"10-19","lombardia","previous_infection"
"2021-09-03",312,"20-29","lombardia","previous_infection"
"2021-09-03",348,"30-39","lombardia","previous_infection"
"2021-09-03",556,"40-49","lombardia","previous_infection"
"2021-09-03",611,"50-59","lombardia","previous_infection"
"2021-09-03",285,"60-69","lombardia","previous_infection"
"2021-09-03",168,"70-79","lombardia","previous_infection"
"2021-09-03",58,"80-89","lombardia","previous_infection"
"2021-09-03",4,"over90","lombardia","previous_infection"
"2021-09-03",322,"10-19","lombardia","previous_infection"
"2021-09-04",316,"20-29","lombardia","previous_infection"
"2021-09-04",372,"30-39","lombardia","previous_infection"
"2021-09-04",514,"40-49","lombardia","previous_infection"
"2021-09-04",586,"50-59","lombardia","previous_infection"
"2021-09-04",270,"60-69","lombardia","previous_infection"
"2021-09-04",153,"70-79","lombardia","previous_infection"
"2021-09-04",46,"80-89","lombardia","previous_infection"
"2021-09-04",2,"over90","lombardia","previous_infection"
"2021-09-04",290,"10-19","lombardia","previous_infection"
"2021-09-05",146,"20-29","lombardia","previous_infection"
"2021-09-05",191,"30-39","lombardia","previous_infection"
"2021-09-05",271,"40-49","lombardia","previous_infection"
"2021-09-05",326,"50-59","lombardia","previous_infection"
"2021-09-05",116,"60-69","lombardia","previous_infection"
"2021-09-05",82,"70-79","lombardia","previous_infection"
"2021-09-05",38,"80-89","lombardia","previous_infection"
"2021-09-05",2,"over90","lombardia","previous_infection"
"2021-09-05",191,"10-19","lombardia","previous_infection"
"2021-09-06",243,"20-29","lombardia","previous_infection"
"2021-09-06",244,"30-39","lombardia","previous_infection"
"2021-09-06",335,"40-49","lombardia","previous_infection"
"2021-09-06",385,"50-59","lombardia","previous_infection"
"2021-09-06",228,"60-69","lombardia","previous_infection"
"2021-09-06",175,"70-79","lombardia","previous_infection"
"2021-09-06",59,"80-89","lombardia","previous_infection"
"2021-09-06",3,"over90","lombardia","previous_infection"
"2021-09-06",362,"10-19","lombardia","previous_infection"
"2021-09-07",271,"20-29","lombardia","previous_infection"
"2021-09-07",275,"30-39","lombardia","previous_infection"
"2021-09-07",374,"40-49","lombardia","previous_infection"
"2021-09-07",389,"50-59","lombardia","previous_infection"
"2021-09-07",202,"60-69","lombardia","previous_infection"
"2021-09-07",150,"70-79","lombardia","previous_infection"
"2021-09-07",49,"80-89","lombardia","previous_infection"
"2021-09-07",8,"over90","lombardia","previous_infection"
"2021-09-07",345,"10-19","lombardia","previous_infection"
"2021-09-08",221,"20-29","lombardia","previous_infection"
"2021-09-08",211,"30-39","lombardia","previous_infection"
"2021-09-08",316,"40-49","lombardia","previous_infection"
"2021-09-08",347,"50-59","lombardia","previous_infection"
"2021-09-08",197,"60-69","lombardia","previous_infection"
"2021-09-08",139,"70-79","lombardia","previous_infection"
"2021-09-08",47,"80-89","lombardia","previous_infection"
"2021-09-08",5,"over90","lombardia","previous_infection"
"2021-09-08",259,"10-19","lombardia","previous_infection"
"2021-09-09",208,"20-29","lombardia","previous_infection"
"2021-09-09",195,"30-39","lombardia","previous_infection"
"2021-09-09",265,"40-49","lombardia","previous_infection"
"2021-09-09",363,"50-59","lombardia","previous_infection"
"2021-09-09",178,"60-69","lombardia","previous_infection"
"2021-09-09",141,"70-79","lombardia","previous_infection"
"2021-09-09",48,"80-89","lombardia","previous_infection"
"2021-09-09",5,"over90","lombardia","previous_infection"
"2021-09-09",217,"10-19","lombardia","previous_infection"
"2021-09-10",219,"20-29","lombardia","previous_infection"
"2021-09-10",262,"30-39","lombardia","previous_infection"
"2021-09-10",355,"40-49","lombardia","previous_infection"
"2021-09-10",367,"50-59","lombardia","previous_infection"
"2021-09-10",193,"60-69","lombardia","previous_infection"
"2021-09-10",136,"70-79","lombardia","previous_infection"
"2021-09-10",38,"80-89","lombardia","previous_infection"
"2021-09-10",8,"over90","lombardia","previous_infection"
"2021-09-10",203,"10-19","lombardia","previous_infection"
"2021-09-11",227,"20-29","lombardia","previous_infection"
"2021-09-11",254,"30-39","lombardia","previous_infection"
"2021-09-11",395,"40-49","lombardia","previous_infection"
"2021-09-11",459,"50-59","lombardia","previous_infection"
"2021-09-11",201,"60-69","lombardia","previous_infection"
"2021-09-11",99,"70-79","lombardia","previous_infection"
"2021-09-11",41,"80-89","lombardia","previous_infection"
"2021-09-11",5,"over90","lombardia","previous_infection"
"2021-09-11",184,"10-19","lombardia","previous_infection"
"2021-09-12",173,"20-29","lombardia","previous_infection"
"2021-09-12",190,"30-39","lombardia","previous_infection"
"2021-09-12",253,"40-49","lombardia","previous_infection"
"2021-09-12",290,"50-59","lombardia","previous_infection"
"2021-09-12",115,"60-69","lombardia","previous_infection"
"2021-09-12",55,"70-79","lombardia","previous_infection"
"2021-09-12",22,"80-89","lombardia","previous_infection"
"2021-09-12",3,"over90","lombardia","previous_infection"
"2021-09-12",104,"10-19","lombardia","previous_infection"
"2021-09-13",125,"20-29","lombardia","previous_infection"
"2021-09-13",156,"30-39","lombardia","previous_infection"
"2021-09-13",174,"40-49","lombardia","previous_infection"
"2021-09-13",190,"50-59","lombardia","previous_infection"
"2021-09-13",157,"60-69","lombardia","previous_infection"
"2021-09-13",136,"70-79","lombardia","previous_infection"
"2021-09-13",29,"80-89","lombardia","previous_infection"
"2021-09-13",9,"over90","lombardia","previous_infection"
"2021-09-13",54,"10-19","lombardia","previous_infection"
"2021-09-14",147,"20-29","lombardia","previous_infection"
"2021-09-14",174,"30-39","lombardia","previous_infection"
"2021-09-14",234,"40-49","lombardia","previous_infection"
"2021-09-14",199,"50-59","lombardia","previous_infection"
"2021-09-14",169,"60-69","lombardia","previous_infection"
"2021-09-14",112,"70-79","lombardia","previous_infection"
"2021-09-14",37,"80-89","lombardia","previous_infection"
"2021-09-14",7,"over90","lombardia","previous_infection"
"2021-09-14",69,"10-19","lombardia","previous_infection"
"2021-09-15",187,"20-29","lombardia","previous_infection"
"2021-09-15",175,"30-39","lombardia","previous_infection"
"2021-09-15",223,"40-49","lombardia","previous_infection"
"2021-09-15",243,"50-59","lombardia","previous_infection"
"2021-09-15",174,"60-69","lombardia","previous_infection"
"2021-09-15",112,"70-79","lombardia","previous_infection"
"2021-09-15",31,"80-89","lombardia","previous_infection"
"2021-09-15",7,"over90","lombardia","previous_infection"
"2021-09-15",91,"10-19","lombardia","previous_infection"
"2021-09-16",161,"20-29","lombardia","previous_infection"
"2021-09-16",173,"30-39","lombardia","previous_infection"
"2021-09-16",252,"40-49","lombardia","previous_infection"
"2021-09-16",222,"50-59","lombardia","previous_infection"
"2021-09-16",153,"60-69","lombardia","previous_infection"
"2021-09-16",137,"70-79","lombardia","previous_infection"
"2021-09-16",34,"80-89","lombardia","previous_infection"
"2021-09-16",8,"over90","lombardia","previous_infection"
"2021-09-16",89,"10-19","lombardia","previous_infection"
"2021-09-17",143,"20-29","lombardia","previous_infection"
"2021-09-17",199,"30-39","lombardia","previous_infection"
"2021-09-17",267,"40-49","lombardia","previous_infection"
"2021-09-17",282,"50-59","lombardia","previous_infection"
"2021-09-17",167,"60-69","lombardia","previous_infection"
"2021-09-17",91,"70-79","lombardia","previous_infection"
"2021-09-17",23,"80-89","lombardia","previous_infection"
"2021-09-17",3,"over90","lombardia","previous_infection"
"2021-09-17",103,"10-19","lombardia","previous_infection"
"2021-09-18",131,"20-29","lombardia","previous_infection"
"2021-09-18",201,"30-39","lombardia","previous_infection"
"2021-09-18",342,"40-49","lombardia","previous_infection"
"2021-09-18",340,"50-59","lombardia","previous_infection"
"2021-09-18",177,"60-69","lombardia","previous_infection"
"2021-09-18",91,"70-79","lombardia","previous_infection"
"2021-09-18",26,"80-89","lombardia","previous_infection"
"2021-09-18",2,"over90","lombardia","previous_infection"
"2021-09-18",167,"10-19","lombardia","previous_infection"
"2021-09-19",121,"20-29","lombardia","previous_infection"
"2021-09-19",143,"30-39","lombardia","previous_infection"
"2021-09-19",224,"40-49","lombardia","previous_infection"
"2021-09-19",268,"50-59","lombardia","previous_infection"
"2021-09-19",85,"60-69","lombardia","previous_infection"
"2021-09-19",52,"70-79","lombardia","previous_infection"
"2021-09-19",13,"80-89","lombardia","previous_infection"
"2021-09-19",1,"over90","lombardia","previous_infection"
"2021-09-19",138,"10-19","lombardia","previous_infection"
"2021-09-20",153,"20-29","lombardia","previous_infection"
"2021-09-20",150,"30-39","lombardia","previous_infection"
"2021-09-20",212,"40-49","lombardia","previous_infection"
"2021-09-20",236,"50-59","lombardia","previous_infection"
"2021-09-20",163,"60-69","lombardia","previous_infection"
